PKI	PK	PMID	ACT_VALUE (uM)	ACT_TYPE	MoA
sorafenib	LIMK2	n/a	9.54992586021437	Kd	
sorafenib	LYN	n/a	3.01995172040202	Kd	
sorafenib	M3K19	n/a	0.1	Kd	
sorafenib	M3K7	n/a	0.691830970918936	Kd	
sorafenib	M4K1	n/a	4.78630092322638	Kd	
sorafenib	M4K4	n/a	4.78630092322638	Kd	
sorafenib	M4K5	n/a	1.58489319246111	Kd	
sorafenib	MERTK	n/a	3.63078054770101	Kd	
sorafenib	MK01	n/a	0.109647819614318	IC50	
sorafenib	MK03	n/a	0.0181970085861	IC50	
sorafenib	MK09	n/a	3.63078054770101	Kd	
sorafenib	MK11	n/a	0.199526231496888	Kd	
sorafenib	MK12	n/a	7.58577575029184	Kd	
sorafenib	MK13	n/a	6.60693448007597	Kd	
sorafenib	MK14	n/a	0.257039578276886	Kd	
sorafenib	MK15	n/a	0.045708818961488	Kd	
sorafenib	MKNK1	n/a	0.229086765276777	Kd	
sorafenib	MKNK2	n/a	0.128824955169314	Kd	
sorafenib	MLTK	n/a	0.006309573444802	Kd	
sorafenib	MP2K5	n/a	0.190546071796325	Kd	
sorafenib	MUSK	n/a	0.128824955169314	Kd	
sorafenib	MYLK2	n/a	1.28824955169314	Kd	
sorafenib	MYLK3	n/a	9.54992586021437	Kd	
sorafenib	MYO3B	n/a	7.07945784384137	Kd	
sorafenib	NLK	n/a	0.645654229034655	Kd	
sorafenib	NTRK1	n/a	3.63078054770101	Kd	
sorafenib	NTRK2	n/a	2.08929613085404	Kd	
sorafenib	NTRK3	n/a	0.602559586074358	Kd	
sorafenib	PGFRA	n/a	0.061659500186148	Kd	
sorafenib	PGFRB	n/a	0.037153522909717	Kd	
sorafenib	PLK4	n/a	3.38844156139203	Kd	
sorafenib	RIPK2	n/a	1.28824955169314	Kd	
sorafenib	SLK	n/a	1	Kd	
sorafenib	SRC	n/a	0.38904514499428	IC50	
sorafenib	SRMS	n/a	9.77237220955811	Kd	
sorafenib	STK10	n/a	0.141253754462276	Kd	
sorafenib	STK33	n/a	2.39883291901949	Kd	
sorafenib	STK36	n/a	3.80189396320561	Kd	
sorafenib	TAOK1	n/a	0.537031796370253	Kd	
sorafenib	TAOK2	n/a	0.537031796370253	Kd	
sorafenib	TAOK3	n/a	2.69153480392691	Kd	
sorafenib	TGFR2	n/a	6.91830970918936	Kd	
sorafenib	TIE1	n/a	0.067608297539198	Kd	
sorafenib	TIE2	n/a	2.08929613085404	Kd	
sorafenib	TNI3K	n/a	0.281838293126445	Kd	
sorafenib	TNIK	n/a	7.94328234724282	Kd	
sorafenib	TNK1	n/a	2.29086765276777	Kd	
sorafenib	TTK	n/a	3.46736850452532	Kd	
sorafenib	UFO	n/a	4.46683592150963	Kd	
sorafenib	VGFR1	n/a	0.030902954325136	Kd	
sorafenib	VGFR2	n/a	2.08929613085404E-05	Ki	
sorafenib	VGFR3	n/a	0.015848931924611	Kd	
sunitinib	AAK1	n/a	0.010964781961432	Kd	
sunitinib	AAPK1	n/a	0.019054607179633	Kd	
sunitinib	AAPK2	n/a	0.089125093813375	Kd	
sunitinib	ABL1	n/a	0.054954087385763	Kd	
sunitinib	ABL2	n/a	1	Kd	
sunitinib	ACK1	n/a	2.18776162394955	Kd	
sunitinib	AKT2	n/a	2.69153480392691	Kd	
sunitinib	ALK	n/a	0.169824365246175	Kd	
sunitinib	ANKK1	n/a	0.309029543251359	Kd	
sunitinib	AURKA	n/a	1.69824365246175	Kd	
sunitinib	AURKB	n/a	0.380189396320561	Kd	
sunitinib	AURKC	n/a	0.218776162394955	Kd	
sunitinib	BLK	n/a	0.064565422903466	Kd	
sunitinib	BMP2K	n/a	0.005495408738576	Kd	
sunitinib	BMPR2	n/a	0.575439937337157	Kd	
sunitinib	BMR1B	n/a	2.39883291901949	Kd	
sunitinib	BRSK1	n/a	3.46736850452532	Kd	
sunitinib	BRSK2	n/a	1.09647819614319	Kd	
sunitinib	BTK	n/a	2.08929613085404	Kd	
sunitinib	CDK14	n/a	0.269153480392691	Kd	
sunitinib	CDK16	n/a	0.128824955169314	Kd	
sunitinib	CDK17	n/a	1.20226443461741	Kd	
sunitinib	CDK18	n/a	1.69824365246175	Kd	
sunitinib	CDK4	n/a	1.99526231496888	Kd	
sunitinib	CDK5	n/a	6.91830970918936	Kd	
sunitinib	CDK7	n/a	0.331131121482591	Kd	
sunitinib	CDKL2	n/a	1.09647819614319	Kd	
sunitinib	CHK1	n/a	0.301995172040202	Kd	
sunitinib	CHK2	n/a	0.007079457843841	Kd	
sunitinib	CLK1	n/a	0.021877616239496	Kd	
sunitinib	CLK2	n/a	0.019952623149689	Kd	
sunitinib	CLK4	n/a	0.028840315031266	Kd	
sunitinib	CSK21	n/a	0.08128305161641	Kd	
sunitinib	CSK22	n/a	0.158489319246111	Kd	
sunitinib	CTRO	n/a	3.89045144994281	Kd	
sunitinib	DAPK1	n/a	0.120226443461741	Kd	
sunitinib	DAPK2	n/a	0.151356124843621	Kd	
sunitinib	DAPK3	n/a	0.021877616239496	Kd	
sunitinib	DCLK1	n/a	0.371535229097173	Kd	
sunitinib	DCLK2	n/a	2.69153480392691	Kd	
sunitinib	DCLK3	n/a	0.109647819614318	Kd	
sunitinib	DDR1	n/a	1.99526231496888	Kd	
sunitinib	DDR2	n/a	2.88403150312661	Kd	
sunitinib	DUSTY	n/a	1.28824955169314	Kd	
sunitinib	DYR1A	n/a	0.199526231496888	Kd	
sunitinib	DYR1B	n/a	2.29086765276777	Kd	
sunitinib	DYRK2	n/a	0.676082975391982	Kd	
sunitinib	E2AK2	n/a	0.676082975391982	Kd	
sunitinib	E2AK4	n/a	0.181970085860998	Kd	
sunitinib	EGFR	n/a	0.851138038202376	Kd	
sunitinib	EPHA3	n/a	2.08929613085404	Kd	
sunitinib	EPHA5	n/a	1.20226443461741	Kd	
sunitinib	EPHA6	n/a	0.954992586021437	Kd	
sunitinib	EPHA7	n/a	2.40000000159372	Kd	
sunitinib	EPHB1	n/a	0.478630092322638	Kd	
sunitinib	EPHB4	n/a	3.10000000118296	Kd	
sunitinib	EPHB6	n/a	0.851138038202376	Kd	
sunitinib	ERN1	n/a	0.602559586074358	Kd	
sunitinib	FAK1	n/a	0.436515832240166	Kd	
sunitinib	FAK2	n/a	0.08128305161641	Kd	
sunitinib	FER	n/a	1.09647819614319	Kd	
sunitinib	FES	n/a	0.954992586021437	Kd	
sunitinib	FGFR1	n/a	0.524807460249772	Kd	
sunitinib	FGFR2	n/a	0.524807460249772	Kd	
sunitinib	FGFR3	n/a	0.288403150312661	Kd	
sunitinib	FGFR4	n/a	2.08929613085404	Kd	
sunitinib	FGR	n/a	0.269153480392691	Kd	
sunitinib	FRK	n/a	0.524807460249772	Kd	
sunitinib	FYN	n/a	0.524807460249772	Kd	
sunitinib	GAK	n/a	0.019952623149689	Kd	
sunitinib	GRK4	n/a	0.141253754462276	Kd	
sunitinib	GRK7	n/a	0.181970085860998	Kd	
sunitinib	HCK	n/a	0.870963589956081	Kd	
sunitinib	HIPK1	n/a	0.054954087385763	Kd	
sunitinib	HIPK2	n/a	0.030902954325136	Kd	
sunitinib	HIPK3	n/a	0.040738027780411	Kd	
sunitinib	HIPK4	n/a	0.158489319246111	Kd	
sunitinib	HUNK	n/a	0.501187233627272	Kd	
sunitinib	ICK	n/a	0.467735141287198	Kd	
sunitinib	IGF1R	n/a	2.57039578276887	Kd	
sunitinib	IKKA	n/a	0.524807460249772	Kd	
sunitinib	IKKE	n/a	0.616595001861482	Kd	
sunitinib	INSR	n/a	0.181970085860998	Kd	
sunitinib	INSRR	n/a	0.426579518801593	Kd	
sunitinib	IRAK1	n/a	0.014125375446228	Kd	
sunitinib	IRAK3	n/a	0.93325430079699	Kd	
sunitinib	IRAK4	n/a	0.06606934480076	Kd	
sunitinib	ITK	n/a	0.012882495516931	Kd	
sunitinib	JAK1	n/a	0.008912509381337	Kd	
sunitinib	JAK2	n/a	0.407380277804113	Kd	
sunitinib	JAK3	n/a	1.20226443461741	Kd	
sunitinib	KC1A	n/a	0.1	Kd	
sunitinib	KC1AL	n/a	0.549540873857625	Kd	
sunitinib	KC1D	n/a	0.015135612484362	Kd	
sunitinib	KC1E	n/a	0.012882495516931	Kd	
sunitinib	KC1G1	n/a	0.93325430079699	Kd	
sunitinib	KC1G2	n/a	0.109647819614318	Kd	
sunitinib	KC1G3	n/a	0.239883291901949	Kd	
sunitinib	KCC1A	n/a	0.977237220955811	Kd	
sunitinib	KCC1D	n/a	0.512861383991365	Kd	
sunitinib	KCC1G	n/a	0.436515832240166	Kd	
sunitinib	KCC2A	n/a	0.079432823472428	Kd	
sunitinib	KCC2B	n/a	1.41253754462276	Kd	
sunitinib	KCC2D	n/a	0.416869383470335	Kd	
sunitinib	KCC2G	n/a	0.436515832240166	Kd	
sunitinib	KCC4	n/a	0.891250938133746	Kd	
sunitinib	KKCC1	n/a	0.416869383470335	Kd	
sunitinib	KKCC2	n/a	1.51356124843621	Kd	
sunitinib	KPCA	n/a	6.02559586074358	Kd	
sunitinib	KPCD1	n/a	0.309029543251359	Kd	
sunitinib	KPCD2	n/a	0.380189396320561	Kd	
sunitinib	KPCD3	n/a	0.281838293126445	Kd	
sunitinib	KPCT	n/a	4.26579518801593	Kd	
sunitinib	KS6A1	n/a	0.095499258602144	Kd	
sunitinib	KS6A2	n/a	0.016982436524618	Kd	
sunitinib	KS6A3	n/a	0.054954087385763	Kd	
sunitinib	KS6A4	n/a	0.095499258602144	Kd	
sunitinib	KS6A5	n/a	0.016982436524618	Kd	
sunitinib	KS6A6	n/a	2.39883291901949	Kd	
sunitinib	KS6B1	n/a	0.047863009232264	Kd	
sunitinib	LATS1	n/a	0.630957344480193	Kd	
sunitinib	LATS2	n/a	0.457088189614875	Kd	
sunitinib	LCK	n/a	0.229086765276777	Kd	
sunitinib	LRRK2	n/a	0.075857757502918	Kd	
sunitinib	LTK	n/a	1.81970085860998	Kd	
sunitinib	LYN	n/a	0.269153480392691	Kd	
sunitinib	M3K11	n/a	1.28824955169314	Kd	
sunitinib	M3K12	n/a	0.1	Kd	
sunitinib	M3K13	n/a	0.095499258602144	Kd	
sunitinib	M3K15	n/a	1.28824955169314	Kd	
sunitinib	M3K19	n/a	0.016982436524618	Kd	
sunitinib	M3K2	n/a	0.057543993733716	Kd	
sunitinib	M3K3	n/a	0.218776162394955	Kd	
sunitinib	M3K4	n/a	3.31131121482591	Kd	
sunitinib	M3K7	n/a	0.093325430079699	Kd	
sunitinib	M3K9	n/a	3.38844156139203	Kd	
sunitinib	M4K1	n/a	0.015848931924611	Kd	
sunitinib	M4K2	n/a	0.033113112148259	Kd	
sunitinib	M4K3	n/a	0.181970085860998	Kd	
sunitinib	M4K4	n/a	0.141253754462276	Kd	
sunitinib	M4K5	n/a	0.040738027780411	Kd	
sunitinib	MARK1	n/a	1.20226443461741	Kd	
sunitinib	MARK2	n/a	0.309029543251359	Kd	
sunitinib	MARK3	n/a	0.407380277804113	Kd	
sunitinib	MARK4	n/a	3.63078054770101	Kd	
sunitinib	MAST1	n/a	0.199526231496888	Kd	
sunitinib	MATK	n/a	7.76247116628691	Kd	
sunitinib	MELK	n/a	0.346736850452532	Kd	
sunitinib	MERTK	n/a	0.025703957827689	Kd	
sunitinib	MET	n/a	1.20226443461741	Kd	
sunitinib	MINK1	n/a	0.028840315031266	Kd	
sunitinib	MK07	n/a	10	Kd	
sunitinib	MK09	n/a	2.39883291901949	Kd	
sunitinib	MK10	n/a	4.26579518801593	Kd	
sunitinib	MKNK1	n/a	3.89045144994281	Kd	
sunitinib	MKNK2	n/a	5.75439937337157	Kd	
sunitinib	MP2K1	n/a	0.128824955169314	Kd	
sunitinib	MP2K2	n/a	0.109647819614318	Kd	
sunitinib	MP2K3	n/a	1.69824365246175	Kd	
sunitinib	MP2K4	n/a	0.707945784384137	Kd	
sunitinib	MP2K5	n/a	0.045708818961488	Kd	
sunitinib	MP2K6	n/a	5.24807460249772	Kd	
sunitinib	MUSK	n/a	0.489778819368447	Kd	
sunitinib	MYLK	n/a	0.022908676527678	Kd	
sunitinib	MYLK2	n/a	0.048977881936845	Kd	
sunitinib	MYLK3	n/a	0.022908676527678	Kd	
sunitinib	MYLK4	n/a	0.015135612484362	Kd	
sunitinib	MYO3A	n/a	3.09029543251359	Kd	
sunitinib	MYO3B	n/a	4.46683592150963	Kd	
sunitinib	NEK2	n/a	0.501187233627272	Kd	
sunitinib	NEK7	n/a	4.07380277804113	Kd	
sunitinib	NIM1	n/a	0.851138038202376	Kd	
sunitinib	NTRK1	n/a	0.1	Kd	
sunitinib	NTRK2	n/a	0.588843655355588	Kd	
sunitinib	NTRK3	n/a	5.12861383991365	Kd	
sunitinib	NUAK1	n/a	0.047863009232264	Kd	
sunitinib	NUAK2	n/a	0.151356124843621	Kd	
sunitinib	OXSR1	n/a	0.524807460249772	Kd	
sunitinib	PAK3	n/a	0.015848931924611	Kd	
sunitinib	PAK4	n/a	2.29086765276777	Kd	
sunitinib	PAK5	n/a	0.645654229034655	Kd	
sunitinib	PAK6	n/a	2.39883291901949	Kd	
sunitinib	PDPK1	n/a	3.46736850452532	Kd	
sunitinib	PGFRA	n/a	0.110000029896148	IC50	
sunitinib	PGFRB	n/a	7.58577575029185E-05	Kd	
sunitinib	PHKG1	n/a	0.005495408738576	Kd	
sunitinib	PHKG2	n/a	0.005888436553556	Kd	
sunitinib	PI42B	n/a	0.038904514499428	Kd	
sunitinib	PI51A	n/a	5.37031796370253	Kd	
sunitinib	PIM2	n/a	5.01187233627272	Kd	
sunitinib	PIM3	n/a	2.39883291901949	Kd	
sunitinib	PK3CA	n/a	10.9647819614319	IC50	
sunitinib	PK3CD	n/a	12.0226443461741	IC50	
sunitinib	PK3CG	n/a	12.8824955169314	IC50	
sunitinib	PKN1	n/a	0.707945784384137	Kd	
sunitinib	PKN2	n/a	1.28824955169314	Kd	
sunitinib	PLK2	n/a	4.67735141287198	Kd	
sunitinib	PLK4	n/a	0.190546071796325	Kd	
sunitinib	PRP4B	n/a	0.38904514499428	Kd	
sunitinib	PTK6	n/a	4.57088189614875	Kd	
sunitinib	RIOK1	n/a	0.034673685045253	Kd	
sunitinib	RIOK2	n/a	0.048977881936845	Kd	
sunitinib	RIOK3	n/a	3.80189396320561	Kd	
sunitinib	RIPK1	n/a	0.371535229097173	Kd	
sunitinib	RIPK4	n/a	2.08929613085404	Kd	
sunitinib	RK	n/a	0.288403150312661	Kd	
sunitinib	ROCK1	n/a	0.457088189614875	Kd	
sunitinib	ROCK2	n/a	0.141253754462276	Kd	
sunitinib	SBK1	n/a	0.199526231496888	Kd	
sunitinib	SBK3	n/a	1.90546071796325	Kd	
sunitinib	SGK3	n/a	0.218776162394955	Kd	
sunitinib	SIK1	n/a	3.23593656929628	Kd	
sunitinib	SIK2	n/a	0.575439937337157	Kd	
sunitinib	SLK	n/a	0.056234132519035	Kd	
sunitinib	SNRK	n/a	0.645654229034655	Kd	
sunitinib	SRC	n/a	2.08929613085404	Kd	
sunitinib	SRPK1	n/a	0.251188643150958	Kd	
sunitinib	SRPK2	n/a	0.190546071796325	Kd	
sunitinib	SRPK3	n/a	0.058884365535559	Kd	
sunitinib	ST17A	n/a	0.001	Kd	
sunitinib	ST17B	n/a	0.109647819614318	Kd	
sunitinib	ST38L	n/a	0.977237220955811	Kd	
sunitinib	STK10	n/a	0.019054607179633	Kd	
sunitinib	STK11	n/a	0.038018939632056	Kd	
sunitinib	STK16	n/a	0.251188643150958	Kd	
sunitinib	STK24	n/a	0.063095734448019	Kd	
sunitinib	STK25	n/a	0.288403150312661	Kd	
sunitinib	STK26	n/a	0.338844156139203	Kd	
sunitinib	STK3	n/a	0.056234132519035	Kd	
sunitinib	STK33	n/a	0.016982436524618	Kd	
sunitinib	STK35	n/a	1.28824955169314	Kd	
sunitinib	STK38	n/a	0.407380277804113	Kd	
sunitinib	STK39	n/a	0.141253754462276	Kd	
sunitinib	STK4	n/a	0.019054607179633	Kd	
sunitinib	TAOK1	n/a	0.891250938133746	Kd	
sunitinib	TAOK3	n/a	0.208929613085404	Kd	
sunitinib	TBK1	n/a	0.120226443461741	Kd	
sunitinib	TIE1	n/a	3.89045144994281	Kd	
sunitinib	TLK1	n/a	0.741310241300918	Kd	
sunitinib	TLK2	n/a	0.331131121482591	Kd	
sunitinib	TNIK	n/a	0.025118864315096	Kd	
sunitinib	TNK1	n/a	0.676082975391982	Kd	
sunitinib	TSSK1	n/a	6.30957344480193	Kd	
sunitinib	TTK	n/a	0.063095734448019	Kd	
sunitinib	TYK2	n/a	0.363078054770101	Kd	
sunitinib	TYRO3	n/a	0.048977881936845	Kd	
sunitinib	UFO	n/a	0.008912509381337	Kd	
sunitinib	ULK1	n/a	0.022908676527678	Kd	
sunitinib	ULK2	n/a	0.012882495516931	Kd	
sunitinib	ULK3	n/a	0.041686938347034	Kd	
sunitinib	VGFR1	n/a	0.05900001049951	IC50	
sunitinib	VGFR2	n/a	0.000199526231497	Kd	
sunitinib	VGFR3	n/a	0.016982436524618	Ki	
sunitinib	WEE1	n/a	1.09647819614319	Kd	
sunitinib	YES	n/a	0.120226443461741	Kd	
tivozanib	FGFR1	n/a	0.298999870343754	IC50	
tivozanib	FLT3	n/a	0.421999561804869	IC50	
tivozanib	KIT	n/a	0.001630001484757	IC50	
tivozanib	MET	n/a	1.36000028694013	IC50	
tivozanib	PGFRB	n/a	0.001719998230048	IC50	
tivozanib	VGFR1	n/a	0.000209999857484	IC50	
tivozanib	VGFR2	n/a	0.00016000000639	IC50	
tivozanib	VGFR3	n/a	0.000239999866425	IC50	
tofacitinib	ABL1	n/a	2.18776162394955	Kd	
tofacitinib	BMP2K	n/a	7.07945784384137	Kd	
tofacitinib	DCLK1	n/a	6.76082975391982	Kd	
tofacitinib	DCLK3	n/a	0.00446683592151	Kd	
tofacitinib	DMPK	n/a	1.20226443461741	Kd	
tofacitinib	FYN	n/a	1.09647819614319	Kd	
tofacitinib	GRK7	n/a	4.26579518801593	Kd	
tofacitinib	KCC1A	n/a	1.20226443461741	Kd	
tofacitinib	KCC1D	n/a	1.58489319246111	Kd	
tofacitinib	KCC2A	n/a	3.46736850452532	Kd	
tofacitinib	KCC2D	n/a	2.69153480392691	Kd	
tofacitinib	KPCD	n/a	1.99526231496888	Kd	
tofacitinib	KS6A1	n/a	1.41253754462276	Kd	
tofacitinib	KS6A2	n/a	0.602559586074358	Kd	
tofacitinib	KS6A6	n/a	0.537031796370253	Kd	
tofacitinib	LCK	n/a	0.457088189614875	Kd	
tofacitinib	LRRK2	n/a	0.549540873857625	Kd	
tofacitinib	M4K2	n/a	4.78630092322638	Kd	
tofacitinib	MKNK2	n/a	1.58489319246111	Kd	
tofacitinib	NUAK2	n/a	0.239883291901949	Kd	
tofacitinib	PKN1	n/a	0.169824365246175	Kd	
tofacitinib	PKN2	n/a	1.20226443461741	Kd	
tofacitinib	RET	n/a	3.31131121482591	Kd	
tofacitinib	ROCK1	n/a	0.467735141287198	Kd	
tofacitinib	ROCK2	n/a	0.416869383470335	Kd	
tofacitinib	STK3	n/a	4.26579518801593	Kd	
tofacitinib	TNK1	n/a	0.120226443461741	Kd	
tofacitinib	ULK3	n/a	6.45654229034655	Kd	
trametinib	MP2K1	n/a	0.001800002051176	IC50	
trametinib	MP2K2	n/a	0.000920000365747	IC50	
tucatinib	ERBB4	n/a	0.316227766016838	IC50	
upadacitinib	JAK2	n/a	0.120226443461741	IC50	
upadacitinib	JAK3	n/a	2.34422881531992	IC50	
vandetanib	AAPK1	n/a	3.01995172040202	Kd	
vandetanib	ABL1	n/a	0.008912509381337	Kd	
vandetanib	ABL2	n/a	0.069183097091894	Kd	
vandetanib	ACVL1	n/a	0.467735141287198	Kd	
vandetanib	ACVR1	n/a	0.151356124843621	Kd	
vandetanib	ALK	n/a	2.08929613085404	Kd	
vandetanib	AURKC	n/a	1.51356124843621	Kd	
vandetanib	BLK	n/a	0.06606934480076	Kd	
vandetanib	BMR1B	n/a	0.239883291901949	Kd	
vandetanib	BTK	n/a	1.69824365246175	Kd	
vandetanib	CDK7	n/a	4.07380277804113	Kd	
vandetanib	COQ8A	n/a	4.46683592150963	Kd	
vandetanib	COQ8B	n/a	1.69824365246175	Kd	
vandetanib	CSF1R	n/a	1.20226443461741	Kd	
vandetanib	CSK	n/a	2.51188643150958	Kd	
vandetanib	CTRO	n/a	1.81970085860998	Kd	
vandetanib	DDR1	n/a	0.010964781961432	Kd	
vandetanib	DDR2	n/a	0.323593656929628	Kd	
vandetanib	EPHA1	n/a	0.229086765276777	Kd	
vandetanib	EPHA2	n/a	1.09647819614319	Kd	
vandetanib	EPHA3	n/a	1.81970085860998	Kd	
vandetanib	EPHA4	n/a	1.58489319246111	Kd	
vandetanib	EPHA5	n/a	0.239883291901949	Kd	
vandetanib	EPHA6	n/a	0.050118723362727	Kd	
vandetanib	EPHA7	n/a	2.39883291901949	Kd	
vandetanib	EPHA8	n/a	0.091201083935591	Kd	
vandetanib	EPHB1	n/a	0.288403150312661	Kd	
vandetanib	EPHB2	n/a	0.436515832240166	Kd	
vandetanib	EPHB4	n/a	0.524807460249772	Kd	
vandetanib	EPHB6	n/a	0.075857757502918	Kd	
vandetanib	ERBB2	n/a	2.57039578276887	Kd	
vandetanib	ERBB3	n/a	0.158489319246111	Kd	
vandetanib	ERBB4	n/a	0.478630092322638	Kd	
vandetanib	FGFR1	n/a	0.562341325190349	Kd	
vandetanib	FGFR2	n/a	1.09647819614319	Kd	
vandetanib	FGFR3	n/a	0.239883291901949	Kd	
vandetanib	FGFR4	n/a	2.29086765276777	Kd	
vandetanib	FGR	n/a	0.269153480392691	Kd	
vandetanib	FLT3	n/a	0.190546071796325	Kd	
vandetanib	FRK	n/a	0.169824365246175	Kd	
vandetanib	FYN	n/a	0.363078054770101	Kd	
vandetanib	GAK	n/a	0.085113803820238	Kd	
vandetanib	HCK	n/a	0.363078054770101	Kd	
vandetanib	HUNK	n/a	4.07380277804113	Kd	
vandetanib	IRAK1	n/a	1.20226443461741	Kd	
vandetanib	IRAK4	n/a	0.075857757502918	Kd	
vandetanib	KC1E	n/a	1.51356124843621	Kd	
vandetanib	KIT	n/a	0.03388441561392	Kd	
vandetanib	KS6A1	n/a	0.398107170553497	Kd	
vandetanib	KS6A6	n/a	0.239883291901949	Kd	
vandetanib	KS6B1	n/a	1.58489319246111	Kd	
vandetanib	LCK	n/a	0.016982436524618	Kd	
vandetanib	LTK	n/a	0.549540873857625	Kd	
vandetanib	LYN	n/a	0.109647819614318	Kd	
vandetanib	M3K19	n/a	0.977237220955811	Kd	
vandetanib	M3K4	n/a	3.01995172040202	Kd	
vandetanib	M4K1	n/a	5.49540873857625	Kd	
vandetanib	M4K2	n/a	1.58489319246111	Kd	
vandetanib	M4K3	n/a	1.51356124843621	Kd	
vandetanib	M4K4	n/a	1.41253754462276	Kd	
vandetanib	M4K5	n/a	0.446683592150963	Kd	
vandetanib	MERTK	n/a	1.41253754462276	Kd	
vandetanib	MET	n/a	4.07380277804113	Kd	
vandetanib	MINK1	n/a	3.38844156139203	Kd	
vandetanib	MK06	n/a	1.51356124843621	Kd	
vandetanib	MKNK1	n/a	0.363078054770101	Kd	
vandetanib	MKNK2	n/a	1.69824365246175	Kd	
vandetanib	MLTK	n/a	5.12861383991365	Kd	
vandetanib	MP2K1	n/a	1.81970085860998	Kd	
vandetanib	MP2K2	n/a	1.09647819614319	Kd	
vandetanib	MP2K5	n/a	0.048977881936845	Kd	
vandetanib	MRCKA	n/a	2.57039578276887	Kd	
vandetanib	MRCKB	n/a	2.51188643150958	Kd	
vandetanib	MRCKG	n/a	2.18776162394955	Kd	
vandetanib	PGFRA	n/a	0.229086765276777	Kd	
vandetanib	PGFRB	n/a	0.087096358995608	Kd	
vandetanib	PHKG1	n/a	1.09647819614319	Kd	
vandetanib	PHKG2	n/a	7.94328234724282	Kd	
vandetanib	PLK4	n/a	0.616595001861482	Kd	
vandetanib	PTK6	n/a	0.033113112148259	Kd	
vandetanib	RIPK2	n/a	0.004570881896149	Kd	
vandetanib	RIPK4	n/a	0.616595001861482	Kd	
vandetanib	ROCK2	n/a	3.63078054770101	Kd	
vandetanib	RON	n/a	3.38844156139203	IC50	
vandetanib	SIK1	n/a	1.90546071796325	Kd	
vandetanib	SIK2	n/a	0.426579518801593	Kd	
vandetanib	SIK3	n/a	3.89045144994281	Kd	
vandetanib	SLK	n/a	0.095499258602144	Kd	
vandetanib	SRC	n/a	0.070794578438414	Kd	
vandetanib	SRMS	n/a	1.90546071796325	Kd	
vandetanib	ST32A	n/a	5.01187233627272	Kd	
vandetanib	STK10	n/a	0.08128305161641	Kd	
vandetanib	STK33	n/a	1.41253754462276	Kd	
vandetanib	STK35	n/a	0.056234132519035	Kd	
vandetanib	TESK1	n/a	3.71535229097173	Kd	
vandetanib	TIE1	n/a	1.51356124843621	Kd	
vandetanib	TIE2	n/a	1	Kd	
vandetanib	TNI3K	n/a	2.81838293126445	Kd	
vandetanib	TNIK	n/a	2.29086765276777	Kd	
vandetanib	TXK	n/a	3.71535229097173	Kd	
vandetanib	TYRO3	n/a	0.093325430079699	Kd	
vandetanib	UFO	n/a	0.251188643150958	Kd	
vandetanib	ULK3	n/a	6.45654229034655	Kd	
vandetanib	VGFR1	n/a	0.257039578276886	Kd	
vandetanib	VGFR2	n/a	0.467735141287198	Kd	
vandetanib	VGFR3	n/a	0.301995172040202	Kd	
vandetanib	YES	n/a	0.120226443461741	Kd	
vemurafenib	ARAF	n/a	0.954992586021437	IC50	
vemurafenib	RAF1	n/a	0.047863009232264	IC50	
vemurafenib	VGFR2	n/a	0.363078054770101	IC50	
