Sym	Name	UniProt	Description	GeneID	STRING ID	TDL	DTO_Lvl3	DTO_Lvl4	DTO_Lvl5	DTO_Lvl6	mouse_symbol	support	support_count	confidence	Subcell_Location
PHKG1	PHKG1_HUMAN	Q16816	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform	5260	ENSP00000445440	Tchem	protein kinase	CAMK group	PHK family		Phkg1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
PHKG2	PHKG2_HUMAN	P15735	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform	5261	ENSP00000455607	Tchem	protein kinase	CAMK group	PHK family		Phkg2	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol
PIK3R4	PI3R4_HUMAN	Q99570	Phosphoinositide 3-kinase regulatory subunit 4	30849	ENSP00000349205	Tbio	protein kinase	other group	VPS15 family		Pik3r4	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Vesicles| Microtubules
PIM1	PIM1_HUMAN	P11309	Serine/threonine-protein kinase pim-1	5292	ENSP00000362608	Tchem	protein kinase	CAMK group	PIM family		Pim1	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol| Nucleoli
PIM2	PIM2_HUMAN	Q9P1W9	Serine/threonine-protein kinase pim-2	11040	ENSP00000365692	Tchem	protein kinase	CAMK group	PIM family		Pim2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol
PIM3	PIM3_HUMAN	Q86V86	Serine/threonine-protein kinase pim-3	415116	ENSP00000353824	Tchem	protein kinase	CAMK group	PIM family		Pim3	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
PINK1	PINK1_HUMAN	Q9BXM7	Serine/threonine-protein kinase PINK1, mitochondrial	65018	ENSP00000364204	Tbio	protein kinase	other group	NKF2 family		Pink1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Mitochondria
PKDCC	PKDCC_HUMAN	Q504Y2	Extracellular tyrosine-protein kinase PKDCC	91461	ENSP00000294964	Tbio	protein kinase	other group	SGK493 family		Pkdcc	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Golgi apparatus
PKMYT1	PMYT1_HUMAN	Q99640	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase	9088	ENSP00000262300	Tchem	protein kinase	other group	WEE family		Pkmyt1	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Membrane protein
PKN1	PKN1_HUMAN	Q16512	Serine/threonine-protein kinase N1	5585	ENSP00000343325	Tchem	protein kinase	AGC group	PKN family		Pkn1	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Nucleus| Nuclear bodies| Cytosol
PKN2	PKN2_HUMAN	Q16513	Serine/threonine-protein kinase N2	5586	ENSP00000359552	Tchem	protein kinase	AGC group	PKN family		Pkn2	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cell Junctions| Cytoskeleton| Cytosol| Midbody| Nucleus
PKN3	PKN3_HUMAN	Q6P5Z2	Serine/threonine-protein kinase N3	29941	ENSP00000291906	Tbio	protein kinase	AGC group	PKN family		Pkn3	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Vesicles
PLK1	PLK1_HUMAN	P53350	Serine/threonine-protein kinase PLK1	5347	ENSP00000300093	Tchem	protein kinase	other group	PLK family		Plk1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Centrosome| Cytoskeleton| Cytosol| Microtubule organizing center| Microtubules| Midbody| Nucleoplasm| Nucleus
PLK2	PLK2_HUMAN	Q9NYY3	Serine/threonine-protein kinase PLK2	10769	ENSP00000274289	Tchem	protein kinase	other group	PLK family		Plk2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm| Cytosol| Mitochondria
PLK3	PLK3_HUMAN	Q9H4B4	Serine/threonine-protein kinase PLK3	1263	ENSP00000361275	Tchem	protein kinase	other group	PLK family		Plk3	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Centrosome| Cytoskeleton| Golgi apparatus| Microtubule organizing center| Microtubules| Nucleoli| Nucleoplasm| Nucleus
PLK4	PLK4_HUMAN	O00444	Serine/threonine-protein kinase PLK4	10733	ENSP00000270861	Tchem	protein kinase	other group	PLK family		Plk4	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Centrosome| Cytosol
PLK5	PLK5_HUMAN	Q496M5	Inactive serine/threonine-protein kinase PLK5	126520	ENSP00000466248	Tbio	protein kinase	other group	PLK family	PLK2 subfamily	Plk5	HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OrthoDB	8	moderate	Nucleoli| Nucleoplasm| Nucleus
PNCK	KCC1B_HUMAN	Q6P2M8	Calcium/calmodulin-dependent protein kinase type 1B	139728	ENSP00000405950	Tbio	protein kinase	CAMK group	CAMK1 family		Pnck	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	11	good	Plasma membrane| Golgi apparatus| Cytosol
POMK	SG196_HUMAN	Q9H5K3	Protein O-mannose kinase	84197	ENSP00000331258	Tbio	protein kinase	other group	other-UNIQUE family		Pomk	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleus| Cytosol
PRAG1	PRAG1_HUMAN	Q86YV5	Inactive tyrosine-protein kinase PRAG1	157285	ENSP00000481109	Tbio	protein kinase	other group	NKF3 family		Prag1	Inparanoid,HomoloGene,HGNC,Ensembl,NCBI,OMA,OrthoDB	7	moderate	Nucleoplasm| Centrosome| Cytosol
PRKAA1	AAPK1_HUMAN	Q13131	5'-AMP-activated protein kinase catalytic subunit alpha-1	5562	ENSP00000346148	Tclin	protein kinase	CAMK group	CAMKL family	AMPK subfamily	Prkaa1	HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Nuclear speckles
PRKAA2	AAPK2_HUMAN	P54646	5'-AMP-activated protein kinase catalytic subunit alpha-2	5563	ENSP00000360290	Tchem	protein kinase	CAMK group	CAMKL family	AMPK subfamily	Prkaa2	HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Nuclear speckles| Golgi apparatus
PRKAB1	AAKB1_HUMAN	Q9Y478	5'-AMP-activated protein kinase subunit beta-1	5564	ENSP00000229328	Tchem	protein kinase	CAMK group	CAMKL family		Prkab1	HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol| Nucleoplasm
PRKACA	KAPCA_HUMAN	P17612	cAMP-dependent protein kinase catalytic subunit alpha	5566	ENSP00000309591	Tchem	protein kinase	AGC group	PKA family		Prkaca	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
PRKACB	KAPCB_HUMAN	P22694	cAMP-dependent protein kinase catalytic subunit beta	5567	ENSP00000359719	Tchem	protein kinase	AGC group	PKA family		Prkacb	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,OrthoDB	11	good	Cytosol
PRKACG	KAPCG_HUMAN	P22612	cAMP-dependent protein kinase catalytic subunit gamma	5568	ENSP00000366488	Tbio	protein kinase	AGC group	PKA family						Cytosol
PRKAG1	AAKG1_HUMAN	P54619	5'-AMP-activated protein kinase subunit gamma-1	5571	ENSP00000323867	Tbio	protein kinase	CAMK group	CAMKL family		Prkag1	HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Nucleoplasm| Cytosol
PRKCA	KPCA_HUMAN	P17252	Protein kinase C alpha type	5578	ENSP00000408695	Tchem	protein kinase	AGC group	PKC family	PKC alpha subfamily	Prkca	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol| Plasma membrane
PRKCB	KPCB_HUMAN	P05771	Protein kinase C beta type	5579	ENSP00000305355	Tchem	protein kinase	AGC group	PKC family	PKC alpha subfamily	Prkcb	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm| Cytosol
PRKCD	KPCD_HUMAN	Q05655	Protein kinase C delta type	5580	ENSP00000378217	Tclin	protein kinase	AGC group	PKC family	PKC delta subfamily	Prkcd	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol| Endoplasmic Reticulum| Golgi apparatus
PRKCE	KPCE_HUMAN	Q02156	Protein kinase C epsilon type	5581	ENSP00000306124	Tchem	protein kinase	AGC group	PKC family	PKC eta subfamily	Prkce	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Vesicles
PRKCG	KPCG_HUMAN	P05129	Protein kinase C gamma type	5582	ENSP00000263431	Tchem	protein kinase	AGC group	PKC family	PKC alpha subfamily	Prkcg	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	11	good	Cell Junctions| Cytosol| Nucleus| Plasma membrane
PRKCH	KPCL_HUMAN	P24723	Protein kinase C eta type	5583	ENSP00000329127	Tchem	protein kinase	AGC group	PKC family	PKC eta subfamily	Prkch	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol| Plasma membrane
PRKCI	KPCI_HUMAN	P41743	Protein kinase C iota type	5584	ENSP00000295797	Tchem	protein kinase	AGC group	PKC family	PKC iota subfamily	Prkci	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	10	good	Cytosol| Microtubules| Cytokinetic bridge
PRKCQ	KPCT_HUMAN	Q04759	Protein kinase C theta type	5588	ENSP00000263125	Tchem	protein kinase	AGC group	PKC family	PKC delta subfamily	Prkcq	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Microtubule organizing center
PRKCZ	KPCZ_HUMAN	Q05513	Protein kinase C zeta type	5590	ENSP00000367830	Tchem	protein kinase	AGC group	PKC family	PKC iota subfamily	Prkcz	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	10	good	Cytosol| Plasma membrane
PRKD1	KPCD1_HUMAN	Q15139	Serine/threonine-protein kinase D1	5587	ENSP00000333568	Tchem	protein kinase	CAMK group	PKD family		Prkd1	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Plasma membrane| Cytosol
PRKD2	KPCD2_HUMAN	Q9BZL6	Serine/threonine-protein kinase D2	25865	ENSP00000393978	Tchem	protein kinase	CAMK group	PKD family		Prkd2	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Nucleoplasm| Cytosol
PRKD3	KPCD3_HUMAN	O94806	Serine/threonine-protein kinase D3	23683	ENSP00000368356	Tchem	protein kinase	CAMK group	PKD family		Prkd3	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm| Cytosol
PRKDC	PRKDC_HUMAN	P78527	DNA-dependent protein kinase catalytic subunit	5591	ENSP00000313420	Tchem	protein kinase	Atypical group	PIKK family	DNAPK subfamily	Prkdc	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Nucleoplasm
PRKG1	KGP1_HUMAN	Q13976	cGMP-dependent protein kinase 1	5592	ENSP00000363092	Tchem	protein kinase	AGC group	PKG family		Prkg1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Vesicles| Cytosol
PRKG2	KGP2_HUMAN	Q13237	cGMP-dependent protein kinase 2	5593	ENSP00000264399	Tchem	protein kinase	AGC group	PKG family		Prkg2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol| Nuclear membrane| Nucleus| Plasma membrane
PRKX	PRKX_HUMAN	P51817	cAMP-dependent protein kinase catalytic subunit PRKX	5613	ENSP00000262848	Tchem	protein kinase	AGC group	PKA family		Prkx	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleus
PRKY	PRKY_HUMAN	O43930	Putative serine/threonine-protein kinase PRKY	5616		Tdark	protein kinase	AGC group	PKA family						
PRPF4B	PRP4B_HUMAN	Q13523	Serine/threonine-protein kinase PRP4 homolog	8899	ENSP00000337194	Tchem	protein kinase	CMGC group	DYRK family		Prpf4b	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Nuclear speckles
PSKH1	KPSH1_HUMAN	P11801	Serine/threonine-protein kinase H1	5681	ENSP00000291041	Tdark	protein kinase	CAMK group	PSK family		Pskh1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm
PSKH2	KPSH2_HUMAN	Q96QS6	Serine/threonine-protein kinase H2	85481	ENSP00000276616	Tdark	protein kinase	CAMK group	PSK family						
PTK2	FAK1_HUMAN	Q05397	Focal adhesion kinase 1	5747	ENSP00000341189	Tclin	protein kinase	TK group	FAK family		Ptk2	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Focal Adhesions| Vesicles| Cytosol
PTK2B	FAK2_HUMAN	Q14289	Protein-tyrosine kinase 2-beta	2185	ENSP00000380638	Tclin	protein kinase	TK group	FAK family		Ptk2b	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol| Plasma membrane
PTK6	PTK6_HUMAN	Q13882	Protein-tyrosine kinase 6	5753	ENSP00000442460	Tchem	protein kinase	TK group	SRC family		Ptk6	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm| Cytosol| Plasma membrane| Nuclear bodies
PTK7	PTK7_HUMAN	Q13308	Inactive tyrosine-protein kinase 7	5754	ENSP00000418754	Tbio	protein kinase	TK group	CCK4 family		Ptk7	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Plasma membrane
PXK	PXK_HUMAN	Q7Z7A4	PX domain-containing protein kinase-like protein	54899	ENSP00000348472	Tbio	protein kinase	other group	SLOB family		Pxk	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol| Plasma membrane| Microtubule organizing center
RAF1	RAF1_HUMAN	P04049	RAF proto-oncogene serine/threonine-protein kinase	5894	ENSP00000251849	Tclin	protein kinase	TKL group	RAF family		Raf1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nuclear speckles
RET	RET_HUMAN	P07949	Proto-oncogene tyrosine-protein kinase receptor Ret	5979	ENSP00000347942	Tclin	protein kinase	TK group	RET family		Ret	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Vesicles| Cytosol| Plasma membrane
RIOK1	RIOK1_HUMAN	Q9BRS2	Serine/threonine-protein kinase RIO1	83732	ENSP00000369162	Tchem	protein kinase	Atypical group	RIO family	RIO1 subfamily	Riok1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoli| Nuclear speckles| Cytosol
RIOK2	RIOK2_HUMAN	Q9BVS4	Serine/threonine-protein kinase RIO2	55781	ENSP00000283109	Tchem	protein kinase	Atypical group	RIO family	RIO2 subfamily	Riok2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	11	good	Cytosol| Plasma membrane
RIOK3	RIOK3_HUMAN	O14730	Serine/threonine-protein kinase RIO3	8780	ENSP00000341874	Tchem	protein kinase	Atypical group	RIO family	RIO3 subfamily	Riok3	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol| Plasma membrane| Golgi apparatus| Microtubule organizing center
RIPK1	RIPK1_HUMAN	Q13546	Receptor-interacting serine/threonine-protein kinase 1	8737	ENSP00000259808	Tchem	protein kinase	TKL group	RIPK family		Ripk1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol| Plasma membrane
RIPK2	RIPK2_HUMAN	O43353	Receptor-interacting serine/threonine-protein kinase 2	8767	ENSP00000220751	Tchem	protein kinase	TKL group	RIPK family		Ripk2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	11	good	Cytosol
RIPK3	RIPK3_HUMAN	Q9Y572	Receptor-interacting serine/threonine-protein kinase 3	11035	ENSP00000216274	Tchem	protein kinase	TKL group	RIPK family		Ripk3	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	10	good	Cytosol| Mitochondria| Plasma membrane
RIPK4	RIPK4_HUMAN	P57078	Receptor-interacting serine/threonine-protein kinase 4	54101	ENSP00000332454	Tchem	protein kinase	TKL group	RIPK family		Ripk4	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
RNASEL	RN5A_HUMAN	Q05823	2-5A-dependent ribonuclease	6041	ENSP00000356530	Tchem	protein kinase	other group	other-UNIQUE family		Rnasel	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol
ROCK1	ROCK1_HUMAN	Q13464	Rho-associated protein kinase 1	6093	ENSP00000382697	Tclin	protein kinase	AGC group	DMPK family	ROCK subfamily	Rock1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Centrosome| Cytoskeleton| Cytosol| Golgi apparatus| Golgi membrane| Microtubule organizing center| Microtubules| Plasma membrane| Secreted| Vesicles
ROCK2	ROCK2_HUMAN	O75116	Rho-associated protein kinase 2	9475	ENSP00000317985	Tclin	protein kinase	AGC group	DMPK family	ROCK subfamily	Rock2	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol
ROR1	ROR1_HUMAN	Q01973	Inactive tyrosine-protein kinase transmembrane receptor ROR1	4919	ENSP00000360120	Tbio	protein kinase	TK group	ROR family		Ror1	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	10	good	Plasma membrane
ROR2	ROR2_HUMAN	Q01974	Tyrosine-protein kinase transmembrane receptor ROR2	4920	ENSP00000364860	Tbio	protein kinase	TK group	ROR family		Ror2	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	10	good	Plasma membrane
ROS1	ROS1_HUMAN	P08922	Proto-oncogene tyrosine-protein kinase ROS	6098	ENSP00000357494	Tclin	protein kinase	TK group	SEV family		Ros1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Vesicles
RPS6KA1	KS6A1_HUMAN	Q15418	Ribosomal protein S6 kinase alpha-1	6195	ENSP00000435412	Tchem	protein kinase	AGC group	RSK family	RSK subfamily	Rps6ka1	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Cytosol| Nucleus
RPS6KA2	KS6A2_HUMAN	Q15349	Ribosomal protein S6 kinase alpha-2	6196	ENSP00000427015	Tchem	protein kinase	AGC group	RSK family	RSK subfamily	Rps6ka2	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,OMA,Panther,OrthoDB	10	good	Nucleoplasm
RPS6KA3	KS6A3_HUMAN	P51812	Ribosomal protein S6 kinase alpha-3	6197	ENSP00000368884	Tchem	protein kinase	AGC group	RSK family	RSK subfamily	Rps6ka3	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,NCBI,Panther,OrthoDB	10	good	Nucleus| Nucleoli| Cytosol
RPS6KA4	KS6A4_HUMAN	O75676	Ribosomal protein S6 kinase alpha-4	8986	ENSP00000333896	Tchem	protein kinase	AGC group	RSK family	MSK subfamily	Rps6ka4	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Nucleus| Cytosol
RPS6KA5	KS6A5_HUMAN	O75582	Ribosomal protein S6 kinase alpha-5	9252	ENSP00000479667	Tchem	protein kinase	AGC group	RSK family	MSK subfamily	Rps6ka5	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,NCBI,OMA,Panther,OrthoDB	9	good	Nucleoplasm
RPS6KA6	KS6A6_HUMAN	Q9UK32	Ribosomal protein S6 kinase alpha-6	27330	ENSP00000262752	Tchem	protein kinase	AGC group	RSK family	RSK subfamily	Rps6ka6	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	10	good	Nucleus| Mitochondria| Nucleoli
RPS6KB1	KS6B1_HUMAN	P23443	Ribosomal protein S6 kinase beta-1	6198	ENSP00000225577	Tchem	protein kinase	AGC group	RSK family	p70 subfamily	Rps6kb1	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Nucleoplasm
RPS6KB2	KS6B2_HUMAN	Q9UBS0	Ribosomal protein S6 kinase beta-2	6199	ENSP00000308413	Tchem	protein kinase	AGC group	RSK family	p70 subfamily	Rps6kb2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
RPS6KC1	KS6C1_HUMAN	Q96S38	Ribosomal protein S6 kinase delta-1	26750	ENSP00000355927	Tdark	protein kinase	AGC group	RSKL family		Rps6kc1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	11	good	Vesicles| Cytosol
RPS6KL1	RPKL1_HUMAN	Q9Y6S9	Ribosomal protein S6 kinase-like 1	83694	ENSP00000346644	Tdark	protein kinase	AGC group	RSKL family		Rps6kl1	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	10	good	Nucleoplasm
RYK	RYK_HUMAN	P34925	Tyrosine-protein kinase RYK	6259	ENSP00000478721	Tbio	protein kinase	TK group	RYK family		Ryk	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,NCBI,OMA,Panther,OrthoDB	9	good	Nucleus| Nucleoli (Fibrillar center)
SBK1	SBK1_HUMAN	Q52WX2	Serine/threonine-protein kinase SBK1	388228	ENSP00000343248	Tchem	protein kinase	other group	NKF1 family		Sbk1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
SBK2	SBK2_HUMAN	P0C263	Serine/threonine-protein kinase SBK2	646643	ENSP00000389015	Tdark	protein kinase	other group	NKF1 family		Sbk2	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	
SBK3	SBK3_HUMAN	P0C264	Uncharacterized serine/threonine-protein kinase SBK3	100130827	ENSP00000483467	Tchem	protein kinase	other group	NKF1 family		Sbk3	Inparanoid,HomoloGene,HGNC,Ensembl,NCBI,OMA,Panther,OrthoDB	8	moderate	Mitochondria
SCYL1	SCYL1_HUMAN	Q96KG9	N-terminal kinase-like protein	57410	ENSP00000270176	Tbio	protein kinase	other group	SCY1 family		Scyl1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
SCYL2	SCYL2_HUMAN	Q6P3W7	SCY1-like protein 2	55681	ENSP00000354061	Tbio	protein kinase	other group	SCY1 family		Scyl2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Endosomal membrane| Endosome| Golgi apparatus| Golgi membrane| Plasma membrane| Vesicles
